鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,特殊交易備註,備註,電梯,停車位所在樓層,編號
佳里區,土地,新安段10460000,555.46,,鄉村區,乙種建築用地,1130307,土地3建物0車位0,,,,,,,,,,,無,無,9588000,17261,,,,親友、員工、共有人或其他特殊關係間之交易　未登記建物,,,,
西港區,房地(土地+建物),臺南市西港區新港12之7號,135.06,,鄉村區,乙種建築用地,1130322,土地2建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120612,175.06,4,2,5,有,無,11800000,67405,,,,,,無,,
西港區,房地(土地+建物),臺南市西港區新港12之1號,134.96,,鄉村區,乙種建築用地,1130319,土地2建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120612,172.97,4,2,5,有,無,12380000,71573,,,,,,無,,
西港區,房地(土地+建物),臺南市西港區新港12之3號,135.17,,鄉村區,乙種建築用地,1130318,土地2建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120612,170.2,4,2,5,有,無,12180000,71563,,,,,,無,,
西港區,房地(土地+建物),臺南市西港區新港12之2號,135.61,,鄉村區,乙種建築用地,1130315,土地2建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120612,170.2,4,2,5,有,無,12300000,72268,,,,,,無,,
西港區,土地,劉厝段09440000,3910,,特定農業區,農牧用地,1130312,土地2建物0車位0,,,,,,,,,,,無,無,8990000,2299,,,,,,,,
學甲區,土地,學甲寮段02820044,1006,,河川區,農牧用地,1130309,土地1建物0車位0,,,,,,,,,,,無,無,250000,249,,,,,,,,
佳里區,房地(土地+建物),臺南市佳里區祥和一街266巷3號三樓之2,31.76,其他,,,1100727,土地1建物1車位0,三層,005,華夏,見其他登記事項,鋼筋混凝土造,1130207,84.92,2,2,2,有,有,4700000,55346,,,,預售屋、或土地及建物分次登記案件,,有,,
北門區,土地,鯤江段03590002,43.96,其他,,,1130313,土地1建物0車位0,,,,,,,,,,,無,無,614121,13970,,,,政府機關標讓售,,,,
佳里區,土地,佳里段32870001,1140,,特定農業區,農牧用地,1130224,土地1建物0車位0,,,,,,,,,,,無,無,3280000,2877,,,,,,,,
西港區,土地,州海段14650000,2378.92,其他,,,1130315,土地1建物0車位0,,,,,,,,,,,無,無,10300000,4330,,,,,,,,
西港區,土地,新樂段02410000,338.04,,鄉村區,乙種建築用地,1130321,土地2建物0車位0,,,,,,,,,,,無,無,7160000,21181,,,,,,,,
七股區,房地(土地+建物),臺南市七股區樹林里96之30號,78.82,,鄉村區,乙種建築用地,1130318,土地2建物1車位0,,003,透天厝,住家用,鋼筋混凝土造,0840510,135.07,4,2,3,有,無,3800000,28134,,,,,,無,,
西港區,土地,八分段12310000,3393,,特定農業區,農牧用地,1130305,土地2建物0車位0,,,,,,,,,,,無,無,8280000,2440,,,,,,,,
佳里區,房地(土地+建物),臺南市佳里區東寧里中山路346巷18號二樓,43.63,其他,,,1130301,土地1建物1車位0,二層,004,公寓,住家用,鋼筋混凝土造,0701121,118.76,3,2,2,有,無,3000000,25261,,,,其他增建,,無,,
西港區,房地(土地+建物),臺南市西港區中港街53巷22號,100.46,,鄉村區,乙種建築用地,1130302,土地1建物1車位0,,003,透天厝,住家用,鋼筋混凝土造,0811029,160.38,5,2,3,有,無,6500000,40529,,,,頂樓加蓋　其他增建,,無,,
佳里區,土地,子龍段07270000,94.09,,鄉村區,乙種建築用地,1130326,土地1建物0車位0,,,,,,,,,,,無,無,569200,6049,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
學甲區,土地,東興段09990000,8.32,其他,,,1130327,土地1建物0車位0,,,,,,,,,,,無,無,108000,12987,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
佳里區,房地(土地+建物),臺南市佳里區佳北路93號,95.95,其他,,,1130314,土地2建物1車位0,,003,透天厝,住商用,加強磚造,0660410,117.76,4,2,2,有,無,7580000,64368,,,,頂樓加蓋　其他增建,,無,,
學甲區,土地,宅子港段01651668,2527,,特定農業區,農牧用地,1130123,土地1建物0車位0,,,,,,,,,,,無,無,4200000,1662,,,,,,,,
西港區,土地,西埔段05600000,1160.62,,一般農業區,農牧用地,1130228,土地1建物0車位0,,,,,,,,,,,無,無,7300000,6290,,,,未登記建物,,,,
西港區,土地,檨林段07320001,21.18,,鄉村區,乙種建築用地,1130328,土地1建物0車位0,,,,,,,,,,,無,無,435200,20548,,,,親友、員工、共有人或其他特殊關係間之交易,一、土地增值稅，買、賣雙方各支付一半。,,,
佳里區,房地(土地+建物),臺南市佳里區六安里19鄰延平路577巷33號,147.38,其他,,,1130220,土地7建物1車位0,,002,透天厝,住家用,加強磚造,0670714,103.54,4,2,2,有,無,6300000,60846,,,,頂樓加蓋　其他增建,,無,,
學甲區,土地,育英段02740002,158.74,其他,,,1130226,土地1建物0車位0,,,,,,,,,,,無,無,4000000,25198,,,,,,,,
西港區,房地(土地+建物),臺南市西港區大塭寮5之5號,602.94,,鄉村區,乙種建築用地,1130321,土地4建物1車位0,,003,透天厝,見其他登記事項,見其他登記事項,1080731,619.6,,,,無,無,22840000,36862,,,,,,無,,
佳里區,土地,佳里段10120000,70,其他,,,1130313,土地5建物0車位0,,,,,,,,,,,無,無,12000000,171429,,,,未登記建物　(包含)公共設施保留地(用地),,,,
學甲區,房地(土地+建物),臺南市學甲區大灣52之1號,39,,鄉村區,乙種建築用地,1130313,土地1建物1車位0,,,透天厝,,,,,4,1,3,有,無,3540000,42594,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
七股區,土地,城內段06270000,2644.75,,一般農業區,農牧用地,1130304,土地1建物0車位0,,,,,,,,,,,無,無,3600000,1361,,,,,,,,
七股區,房地(土地+建物),臺南市七股區大埕里大埕351之42號,80,其他,,,1130205,土地2建物1車位0,,003,透天厝,住家用,鋼筋混凝土造,0810429,156.85,4,2,3,有,無,6660000,42461,,,,,,無,,
學甲區,房地(土地+建物),臺南市學甲區明宜里15鄰重信路1號四樓之十二,4.25,其他,,,1130205,土地1建物1車位0,四層,012,住宅大樓,住家用,鋼筋混凝土造,0840622,43.55,1,1,1,有,有,1560000,35823,,,,,,有,,
將軍區,房地(土地+建物),臺南市將軍區巷埔里北埔34號,207.28,,鄉村區,乙種建築用地,1130305,土地1建物1車位0,,003,透天厝,住商用,鋼筋混凝土造,0740509,232.83,5,2,3,有,無,2000000,8590,,,,親友、員工、共有人或其他特殊關係間之交易,,無,,
西港區,土地,中州段09690000,2200,,特定農業區,農牧用地,1130312,土地1建物0車位0,,,,,,,,,,,無,無,5000000,2273,,,,,本買賣案件應負擔之各項費用（地政士代辦費、印花稅、規費、鑑界費等費用），均由買方負擔。,,,
學甲區,房地(土地+建物),臺南市學甲區仁得里八德街238號二樓之十,9.08,其他,,,1130321,土地1建物1車位0,二層,006,華夏,住家用,鋼筋混凝土造,0840501,37.79,1,1,1,有,有,1600000,42336,,,,其他增建,,有,,
佳里區,房地(土地+建物),臺南市佳里區麻興路二段790號,75,,鄉村區,乙種建築用地,1130304,土地1建物1車位0,,004,透天厝,住商用,鋼筋混凝土造,0761207,180.25,5,1,4,有,無,2560000,14202,,,,親友、員工、共有人或其他特殊關係間之交易,,無,,
學甲區,車位,臺南市學甲區明宜里15鄰重信路1號地下室之二,1.58,其他,,,1130205,土地1建物1車位1,,,,,,,,,,,無,有,700000,43777,,,,僅車位交易,,,,
西港區,土地,成功段09850000,442.25,,鄉村區,乙種建築用地,1130321,土地1建物0車位0,,,,,,,,,,,無,無,6921440,15651,,,,未登記建物,,,,
西港區,房地(土地+建物)+車位,臺南市西港區新興街107巷7號七樓之1,28.16,其他,,,1130309,土地2建物1車位1,七層,007,華夏,住家用,鋼筋混凝土造,0850527,136.52,3,2,2,有,有,5000000,36625,一樓平面,,,,,有,1,
學甲區,房地(土地+建物),臺南市學甲區明宜里15鄰重信路1號七樓之七,12.14,其他,,,1130102,土地1建物1車位0,七層,012,住宅大樓,住家用,鋼筋混凝土造,0840622,124.4,3,2,2,有,有,4560000,36656,,,,裝潢費,,有,,
學甲區,房地(土地+建物),臺南市學甲區明宜里15鄰重信路1號十一樓之四,13.11,其他,,,1130128,土地1建物1車位0,十一層,012,住宅大樓,住家用,鋼筋混凝土造,0840622,134.05,3,2,2,有,有,4880000,36404,,,,裝潢費,,有,,
北門區,房地(土地+建物),臺南市北門區錦湖里渡子頭138號,2154.3,,一般農業區,甲種建築用地,1130310,土地2建物1車位0,,001,透天厝,農舍,鋼造,0761224,334.77,3,1,2,有,無,3000000,8961,,,,親友、員工、共有人或其他特殊關係間之交易,,無,,
佳里區,房地(土地+建物),臺南市佳里區信義一街21巷6號三樓之3,36.95,其他,,,1130212,土地1建物1車位0,三層,005,華夏,見其他登記事項,鋼筋混凝土造,1120223,90.63,2,2,2,有,有,6100000,67304,,,,,,有,,
佳里區,房地(土地+建物),臺南市佳里區佳北路382巷7號,81.72,其他,,,1130129,土地2建物1車位0,,004,透天厝,住家用,鋼筋混凝土造,0820611,198.85,5,2,3,有,無,6800000,34197,,,,,現況交屋賣方不負漏水瑕疵擔保責任,無,,
佳里區,房地(土地+建物),臺南市佳里區鎮山里5鄰自由街43巷2號,65.33,其他,,,1130320,土地2建物1車位0,,003,透天厝,住家用,見其他登記事項,0711012,132,4,1,2,有,無,6750000,51136,,,,,,無,,
佳里區,房地(土地+建物),臺南市佳里區鎮山里15鄰中興街165號,76.84,其他,,,1130308,土地1建物1車位0,,002,透天厝,住商用,加強磚造,0690416,105.02,5,3,2,有,無,6700000,63797,,,,頂樓加蓋　其他增建,,無,,
西港區,土地,劉厝段17910000,1524,,特定農業區,農牧用地,1130309,土地1建物0車位0,,,,,,,,,,,無,無,4050000,2657,,,,,,,,
佳里區,房地(土地+建物),臺南市佳里區復興路117號,80.8,其他,,,1130316,土地1建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1110609,180.33,4,2,4,有,無,14000000,77635,,,,親友、員工、共有人或其他特殊關係間之交易,,無,,
七股區,土地,三聖段13310004,4574.5,,一般農業區,農牧用地,1130228,土地1建物0車位0,,,,,,,,,,,無,無,7776000,1700,,,,,,,,
佳里區,房地(土地+建物),臺南市佳里區勝利路286號,87.62,其他,,,1130315,土地1建物1車位0,,003,透天厝,住家用,鋼筋混凝土造,1101229,181.22,4,3,4,有,無,12000000,66218,,,,急買急賣,,無,,
學甲區,房地(土地+建物),臺南市學甲區豐和里美豐67之81號,100.91,,一般農業區,甲種建築用地,1130325,土地1建物1車位0,,003,透天厝,住家用,鋼筋混凝土造,0850108,148.29,4,2,3,有,無,4600000,31020,,,,其他增建,,無,,
西港區,土地,中州段10410000,1755,,特定農業區,農牧用地,1130222,土地1建物0車位0,,,,,,,,,,,無,無,5616000,3200,,,,親友、員工、共有人或其他特殊關係間之交易,賣方賣清,,,
西港區,土地,劉厝段10110000,1400,,特定農業區,農牧用地,1130222,土地1建物0車位0,,,,,,,,,,,無,無,5016000,3583,,,,親友、員工、共有人或其他特殊關係間之交易,買方買清,,,
西港區,土地,南海埔段10180000,2142,,特定農業區,農牧用地,1130309,土地1建物0車位0,,,,,,,,,,,無,無,7500000,3501,,,,,,,,
七股區,土地,樹林段03400000,962,,鄉村區,乙種建築用地,1121112,土地1建物0車位0,,,,,,,,,,,無,無,19210000,19969,,,,,,,,
將軍區,土地,苓子寮段一小段10240006,593,,鄉村區,乙種建築用地,1130129,土地1建物0車位0,,,,,,,,,,,無,無,7560000,12749,,,,,,,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之28號,109.16,,鄉村區,乙種建築用地,1130119,土地4建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120802,160.76,4,2,3,有,無,13500000,83976,,,,,,無,,
北門區,土地,渡子頭段05020007,2921,,一般農業區,農牧用地,1130310,土地3建物0車位0,,,,,,,,,,,無,無,1520000,520,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之29號,95.6,,鄉村區,乙種建築用地,1130305,土地4建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120802,157.91,4,2,3,有,無,12500000,79159,,,,,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之30號,112.05,,鄉村區,乙種建築用地,1110218,土地4建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120802,193.11,4,2,3,有,無,13000000,67319,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之59號,112.27,,鄉村區,乙種建築用地,1110223,土地4建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120802,204.52,4,2,3,有,無,13500000,66008,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之60號,86.24,,鄉村區,乙種建築用地,1110819,土地4建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120802,159.8,4,2,3,有,無,12450000,77910,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之61號,86.46,,鄉村區,乙種建築用地,1110819,土地4建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120802,162.77,4,2,3,有,無,12650000,77717,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之31號,71.61,,鄉村區,乙種建築用地,1110415,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,128.88,3,2,3,有,無,10580000,82092,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之32號,69.12,,鄉村區,乙種建築用地,1110330,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,126.6,3,2,3,有,無,10280000,81201,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之33號,70.38,,鄉村區,乙種建築用地,1110326,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,126.6,3,2,3,有,無,8900000,70300,,,,預售屋、或土地及建物分次登記案件,,無,,
七股區,土地,後港東段08900000,1430.83,,特定農業區,農牧用地,1130401,土地1建物0車位0,,,,,,,,,,,無,無,1100000,769,,,,急買急賣,,,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之35號,72,,鄉村區,乙種建築用地,1111008,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,129.44,3,2,3,有,無,10370000,80114,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之36號,73.61,,鄉村區,乙種建築用地,1111113,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,129.44,3,2,3,有,無,10450000,80732,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之37號,75.23,,鄉村區,乙種建築用地,1111008,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,129.44,3,2,3,有,無,10750000,83050,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之38號,76.85,,鄉村區,乙種建築用地,1110325,土地3建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120802,156.01,4,2,3,有,無,11200000,71790,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之39號,82.39,,鄉村區,乙種建築用地,1110323,土地3建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120802,155.06,4,2,3,有,無,10600000,68361,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之58號,73.24,,鄉村區,乙種建築用地,1110406,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,132.59,3,2,3,有,無,9100000,68633,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之57號,71.16,,鄉村區,乙種建築用地,1110328,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,129.44,3,2,3,有,無,8950000,69144,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之56號,71.17,,鄉村區,乙種建築用地,1110313,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,129.44,3,2,3,有,無,8950000,69144,,,,預售屋、或土地及建物分次登記案件,,無,,
佳里區,土地,塭子內段16530000,4100,,特定農業區,農牧用地,1130326,土地2建物0車位0,,,,,,,,,,,無,無,9500000,2317,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之55號,71.16,,鄉村區,乙種建築用地,1110220,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,129.44,3,2,3,有,無,8950000,69144,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之53號,71.16,,鄉村區,乙種建築用地,1110219,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,129.44,3,2,3,有,無,8950000,69144,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之52號,71.16,,鄉村區,乙種建築用地,1110218,土地3建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120802,129.44,3,2,3,有,無,8950000,69144,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之51號,71.16,,鄉村區,乙種建築用地,1110927,土地3建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120802,156.01,4,2,3,有,無,10300000,66021,,,,預售屋、或土地及建物分次登記案件,,無,,
西港區,房地(土地+建物),臺南市西港區溪埔寮33之50號,79.64,,鄉村區,乙種建築用地,1110223,土地3建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120802,162.67,4,2,3,有,無,10600000,65163,,,,預售屋、或土地及建物分次登記案件,,無,,
學甲區,房地(土地+建物),臺南市學甲區明宜里15鄰重信路1號五樓之七,12.86,其他,,,1130102,土地1建物1車位0,五層,012,住宅大樓,住家用,鋼筋混凝土造,0840622,124.1,3,2,2,有,有,4500000,36260,,,,,,有,,
學甲區,房地(土地+建物),臺南市學甲區明宜里15鄰重信路1號十二樓之八,3.52,其他,,,1130128,土地1建物1車位0,十二層,012,住宅大樓,住家用,鋼筋混凝土造,0840622,36.14,1,1,1,有,有,1320000,36528,,,,,,有,,
學甲區,房地(土地+建物),臺南市學甲區明宜里15鄰重信路1號十二樓之七,4.25,其他,,,1130128,土地1建物1車位0,十二層,012,住宅大樓,住家用,鋼筋混凝土造,0840622,43.55,1,1,1,有,有,1580000,36283,,,,,,有,,
學甲區,房地(土地+建物),臺南市學甲區明宜里15鄰重信路1號四樓之三,13.35,其他,,,1130128,土地1建物1車位0,四層,012,住宅大樓,住家用,鋼筋混凝土造,0840622,128.12,3,2,2,有,有,4600000,35903,,,,,,有,,
學甲區,房地(土地+建物),臺南市學甲區明宜里15鄰重信路1號八樓之十,4.37,其他,,,1130102,土地1建物1車位0,八層,012,住宅大樓,住家用,鋼筋混凝土造,0840622,43.55,1,1,1,有,有,1600000,36742,,,,,,有,,
學甲區,房地(土地+建物),臺南市學甲區明宜里15鄰重信路1號六樓之十五,4.25,其他,,,1130128,土地1建物1車位0,六層,012,住宅大樓,住家用,鋼筋混凝土造,0840622,42.73,1,1,1,有,有,1540000,36043,,,,,,有,,
學甲區,房地(土地+建物),臺南市學甲區明宜里15鄰重信路1號五樓之四,8.62,其他,,,1130116,土地1建物1車位0,五層,012,住宅大樓,住家用,鋼筋混凝土造,0840622,80.2,2,1,1,有,有,2880000,35911,,,,,,有,,
學甲區,車位,臺南市學甲區明宜里15鄰重信路1號地下室之二,1.58,其他,,,1130205,土地1建物1車位1,,,,,,,,,,,無,無,700000,43777,,,,僅車位交易,,,,
佳里區,土地,營頂段08490000,118.5,,鄉村區,乙種建築用地,1130327,土地2建物0車位0,,,,,,,,,,,無,無,2000000,16878,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
佳里區,房地(土地+建物),臺南市佳里區菜寮34之17號,3119,,特定農業區,農牧用地,1130128,土地1建物1車位0,,001,透天厝,見其他登記事項,鋼筋混凝土造,1040608,70.86,,,,無,無,12000000,169348,,,,,,無,,
西港區,房地(土地+建物),臺南市西港區劉厝90之1號,177.95,,鄉村區,乙種建築用地,1130119,土地1建物1車位0,,003,透天厝,見其他登記事項,鋼筋混凝土造,1120203,208.02,4,2,4,有,無,19300000,92780,,,,裝潢費,,無,,
西港區,房地(土地+建物),臺南市西港區後營82之8號,277.23,,鄉村區,乙種建築用地,1130217,土地2建物1車位0,,001,透天厝,住家用,鋼筋混凝土造,1080213,123.81,4,2,2,有,無,12500000,100961,,,,,,無,,
將軍區,土地,巷口段二小段03280000,1468,,特定農業區,農牧用地,1130228,土地1建物0車位0,,,,,,,,,,,無,無,1700000,1158,,,,,,,,
七股區,土地,篤加段00360003,1982.5,,一般農業區,養殖用地,1130328,土地2建物0車位0,,,,,,,,,,,無,無,2478125,1250,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
七股區,土地,篤加段00990003,19462.1,,一般農業區,養殖用地,1130328,土地8建物0車位0,,,,,,,,,,,無,無,8952566,460,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
西港區,土地,中東段02800003,314.34,,鄉村區,乙種建築用地,1130315,土地1建物0車位0,,,,,,,,,,,無,無,8000000,25450,,,,,,,,
將軍區,土地,馬沙溝段06250000,114.86,,鄉村區,乙種建築用地,1130402,土地1建物0車位0,,,,,,,,,,,無,無,1200000,10448,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
西港區,土地,南海段09440000,146.11,其他,,,1121110,土地3建物0車位0,,,,,,,,,,,無,無,3503283,23977,,,,,代書費由買方全數負擔，道路用地售價每坪3萬，建築用地售價每坪8萬,,,
西港區,土地,南海段09430000,391.65,其他,,,1121110,土地1建物0車位0,,,,,,,,,,,無,無,9477930,24200,,,,,代書費由買方全額負擔,,,
將軍區,土地,保源段01320000,477,,特定農業區,農牧用地,1130316,土地1建物0車位0,,,,,,,,,,,無,無,280000,587,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
西港區,土地,南海段09440000,616.05,其他,,,1121110,土地1建物0車位0,,,,,,,,,,,無,無,14908471,24200,,,,,代書費由買方全額負擔,,,
佳里區,房地(土地+建物),臺南市佳里區頂78之8號,90.89,,鄉村區,乙種建築用地,1130314,土地2建物1車位0,,003,透天厝,住家用,鋼筋混凝土造,1120904,169.52,5,2,3,有,無,11380000,67131,,,,,,無,,
西港區,土地,南海段09600000,15.05,其他,,,1121110,土地1建物0車位0,,,,,,,,,,,無,無,136579,9075,,,,,代書費由買方全額負擔,,,
西港區,土地,南海段09670000,108.05,其他,,,1121110,土地2建物0車位0,,,,,,,,,,,無,無,980559,9075,,,,,代書費由買方全額負擔,,,
佳里區,房地(土地+建物),臺南市佳里區頂78之6號,66.32,,鄉村區,乙種建築用地,1130316,土地2建物1車位0,,003,透天厝,住家用,鋼筋混凝土造,1120904,155.47,5,2,3,有,無,9800000,63035,,,,,,無,,
西港區,土地,南海段09660000,124.35,其他,,,1121110,土地1建物0車位0,,,,,,,,,,,無,無,1128493,9075,,,,,代書費由買方全額負擔,,,
西港區,土地,南海段09690000,11.49,其他,,,1121110,土地1建物0車位0,,,,,,,,,,,無,無,104272,9075,,,,,代書費由買方全額負擔,,,
西港區,土地,南海段09560000,6.34,其他,,,1121110,土地1建物0車位0,,,,,,,,,,,無,無,57536,9075,,,,,代書費由買方全額負擔,,,
西港區,土地,南海段09530000,220.73,其他,,,1121110,土地1建物0車位0,,,,,,,,,,,無,無,5341666,24200,,,,,代書費由買方全額負擔,,,
佳里區,土地,佳化段16730000,112.9,,鄉村區,乙種建築用地,1130327,土地2建物0車位0,,,,,,,,,,,無,無,1707643,15125,,,,,,,,
西港區,房地(土地+建物),臺南市西港區慶安里新興街14號之9,72.43,其他,,,1130305,土地1建物1車位0,,003,透天厝,住商用,鋼筋混凝土造,0751015,175.44,4,2,3,有,無,9200000,52440,,,,其他增建,,無,,
將軍區,土地,忠興段04530000,1342,,特定農業區,農牧用地,1130408,土地1建物0車位0,,,,,,,,,,,無,無,1811700,1350,,,,,,,,
西港區,土地,子林段10960000,1090,,特定農業區,農牧用地,1130329,土地1建物0車位0,,,,,,,,,,,無,無,3000000,2752,,,,,,,,
七股區,土地,三聖段10470000,2726.12,,一般農業區,農牧用地,1130226,土地1建物0車位0,,,,,,,,,,,無,無,4021028,1475,,,,,,,,
七股區,土地,後港段20170000,141.25,,鄉村區,乙種建築用地,1121017,土地1建物0車位0,,,,,,,,,,,無,無,640061,4531,,,,地清或未辦繼承標售,,,,
西港區,房地(土地+建物),臺南市西港區新興街8之26號,44.4,其他,,,1130401,土地2建物1車位0,,,透天厝,,,,,5,2,4,有,無,4380000,41121,,,,親友、員工、共有人或其他特殊關係間之交易,1、規費、印花稅、土地增值稅、契稅，代書費及其他相關費用，等所有費用，買賣雙方各支付1/2。,,,
七股區,土地,新生段00260008,1250,,一般農業區,養殖用地,1130309,土地1建物0車位0,,,,,,,,,,,無,無,681250,545,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
七股區,土地,大埕段06370000,769,其他,,,1130311,土地1建物0車位0,,,,,,,,,,,無,無,6300000,8192,,,,,,,,
西港區,房地(土地+建物),臺南市西港區堀子頭65之41號,76.61,其他,,,1130206,土地2建物1車位0,,003,透天厝,住家用,鋼筋混凝土造,1120518,172.46,4,2,3,有,無,13800000,80019,,,,,,無,,
西港區,土地,西埔段03930000,538.87,,鄉村區,乙種建築用地,1121225,土地1建物0車位0,,,,,,,,,,,無,無,18600000,34517,,,,未登記建物,,,,
西港區,土地,西港堡段10770000,1530.03,其他,,,1130224,土地1建物0車位0,,,,,,,,,,,無,無,4896000,3200,,,,,買方買清,,,
佳里區,土地,佳東段07400000,118.25,其他,,,1130329,土地1建物0車位0,,,,,,,,,,,無,無,5250152,44400,,,,協議價購,,,,
佳里區,土地,佳東段07410000,57.92,其他,,,1130329,土地1建物0車位0,,,,,,,,,,,無,無,2571854,44400,,,,協議價購,,,,
佳里區,土地,佳東段07410000,25.37,其他,,,1130329,土地1建物0車位0,,,,,,,,,,,無,無,1126359,44400,,,,協議價購,,,,
佳里區,土地,佳東段07410000,25.37,其他,,,1130329,土地1建物0車位0,,,,,,,,,,,無,無,1126359,44400,,,,協議價購,,,,
佳里區,土地,佳東段07410000,25.37,其他,,,1130329,土地1建物0車位0,,,,,,,,,,,無,無,1126359,44400,,,,協議價購,,,,
佳里區,土地,佳東段07420000,140.22,其他,,,1130329,土地1建物0車位0,,,,,,,,,,,無,無,6225768,44400,,,,協議價購,,,,
佳里區,土地,佳東段07450000,299.21,其他,,,1130329,土地1建物0車位0,,,,,,,,,,,無,無,13284924,44400,,,,協議價購,,,,
佳里區,土地,佳東段08460001,8.44,其他,,,1130329,土地2建物0車位0,,,,,,,,,,,無,無,374736,44400,,,,協議價購,,,,
佳里區,土地,佳東段08490001,3.83,其他,,,1130329,土地2建物0車位0,,,,,,,,,,,無,無,170052,44400,,,,協議價購,,,,
